nombre,precio,url,tienda,fecha_actualizacion,precio_num,cant_std,unit_std,precio_unitario,categoria_limpia,posible_error_precio,categoria_ml
Frijoles peruanos La Sierra refritos 430 g,$15.00,https://www.walmart.com.mx/ip/frijoles-peruanos-la-sierra-refritos-430-g/00750105242125?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.964Z,15.0,0.43,kg,34.88372093023256,Legumbres,False,Frijol
Frijol Great Value negro Querétaro 900 g,$23.00,https://www.walmart.com.mx/ip/frijol-great-value-negro-queretaro-900-g/00750179162453?from=/search,Walmart,2026-04-24T23:25:56.964Z,23.0,0.9,kg,25.555555555555557,Legumbres,False,Frijol
Frijoles negros La Costeña refritos 430 g,$13.00,https://www.walmart.com.mx/ip/frijoles-negros-la-costena-refritos-430-g/00750101704293?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.964Z,13.0,0.43,kg,30.232558139534884,Legumbres,False,Frijol
Frijoles negros La Sierra refritos 580 g,$16.00,https://www.walmart.com.mx/ip/frijoles-negros-la-sierra-refritos-580-g/00750105242042?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.964Z,16.0,0.58,kg,27.58620689655173,Legumbres,False,Frijol
Frijol peruano Great Value 900 g,$42.00,https://www.walmart.com.mx/ip/frijol-peruano-great-value-900-g/00750179163864?from=/search,Walmart,2026-04-24T23:25:56.964Z,42.0,0.9,kg,46.66666666666666,Legumbres,False,Frijol
Frijoles negros Isadora enteros 454 g,$20.00,https://www.walmart.com.mx/ip/frijoles-negros-isadora-enteros-454-g/00750107130793?from=/search,Walmart,2026-04-24T23:25:56.965Z,20.0,0.454,kg,44.05286343612335,Legumbres,False,Frijol
Frijoles negros La Costeña refritos 580 g,$17.00,https://www.walmart.com.mx/ip/frijoles-negros-la-costena-refritos-580-g/00750101700442?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.965Z,17.0,0.58,kg,29.31034482758621,Legumbres,False,Frijol
Frijoles bayos La Costeña refritos 580 g,$17.00,https://www.walmart.com.mx/ip/frijoles-bayos-la-costena-refritos-580-g/00750101700427?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.965Z,17.0,0.58,kg,29.31034482758621,Legumbres,False,Frijol
Frijoles bayos La Sierra sin grasa 430 g,$15.00,https://www.walmart.com.mx/ip/frijoles-bayos-la-sierra-sin-grasa-430-g/00750105242127?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.965Z,15.0,0.43,kg,34.88372093023256,Legumbres,False,Frijol
Frijoles bayos La Sierra sin grasa 580 g,$16.00,https://www.walmart.com.mx/ip/frijoles-bayos-la-sierra-sin-grasa-580-g/00750105242045?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.965Z,16.0,0.58,kg,27.58620689655173,Legumbres,False,Frijol
Frijol Querétaro Schettino 907 g,$25.00,https://www.walmart.com.mx/ip/frijol-queretaro-schettino-907-g/00750137281168?from=/search,Walmart,2026-04-24T23:25:56.965Z,25.0,0.907,kg,27.56339581036384,Legumbres,False,Frijol
Frijoles Chata negros refritos 430 g,$20.00,https://www.walmart.com.mx/ip/frijoles-chata-negros-refritos-430-g/00750102350236?athbdg=L1504&from=/search,Walmart,2026-04-24T23:25:56.965Z,20.0,0.43,kg,46.51162790697674,Legumbres,False,Frijol
Frijol SOS pinto 750 g,$31.00,https://www.walmart.com.mx/ip/frijol-sos-pinto-750-g/00750137281334?from=/search,Walmart,2026-04-24T23:25:56.965Z,31.0,0.75,kg,41.333333333333336,Legumbres,False,Frijol
Frijoles bayos refritos La Costeña 310 g,$11.00,https://www.walmart.com.mx/ip/frijoles-bayos-refritos-la-costena-310-g/00750101705014?from=/search,Walmart,2026-04-24T23:25:56.965Z,11.0,0.31,kg,35.483870967741936,Legumbres,False,Frijol
Frijol pinto Schettino 907 g,$28.00,https://www.walmart.com.mx/ip/frijol-pinto-schettino-907-g/00750137281169?from=/search,Walmart,2026-04-24T23:25:56.965Z,28.0,0.907,kg,30.87100330760749,Legumbres,False,Frijol
Frijol Negro La Sierra 900 g,$42.00,https://www.walmart.com.mx/ip/frijol-negro-la-sierra-900-g/00750105242147?from=/search,Walmart,2026-04-24T23:25:56.965Z,42.0,0.9,kg,46.66666666666666,Legumbres,False,Frijol
Frijoles Isadora refritos peruanos 220 g,$12.50,https://www.walmart.com.mx/ip/frijoles-isadora-refritos-peruanos-220-g/00750107130344?from=/search,Walmart,2026-04-24T23:25:56.965Z,12.5,0.22,kg,56.81818181818182,Legumbres,False,Frijol
Frijol flor de mayo Great Value 900 g,$31.00,https://www.walmart.com.mx/ip/frijol-flor-de-mayo-great-value-900-g/00750179162454?from=/search,Walmart,2026-04-24T23:25:56.965Z,31.0,0.9,kg,34.44444444444444,Legumbres,False,Frijol
Frijoles Chata refritos peruanos mayocoba 430 g,$20.00,https://www.walmart.com.mx/ip/frijoles-chata-refritos-peruanos-mayocoba-430-g/00750102350235?athbdg=L1504&from=/search,Walmart,2026-04-24T23:25:56.965Z,20.0,0.43,kg,46.51162790697674,Legumbres,False,Frijol
Frijoles negros La Costeña refritos 220 g,$10.00,https://www.walmart.com.mx/ip/frijoles-negros-la-costena-refritos-220-g/00750101704303?from=/search,Walmart,2026-04-24T23:25:56.965Z,10.0,0.22,kg,45.45454545454545,Legumbres,False,Frijol
Frijol peruano Progreso 1 kg,$52.00,https://www.walmart.com.mx/ip/frijol-peruano-progreso-1-kg/00750118450006?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.965Z,52.0,1.0,kg,52.0,Legumbres,False,Frijol
Frijoles negros refritos La Costeña 310 g,$11.00,https://www.walmart.com.mx/ip/frijoles-negros-refritos-la-costena-310-g/00750101705015?from=/search,Walmart,2026-04-24T23:26:55.167Z,11.0,0.31,kg,35.483870967741936,Legumbres,False,Frijol
Frijoles bayos La Costeña refritos 220 g,$10.00,https://www.walmart.com.mx/ip/frijoles-bayos-la-costena-refritos-220-g/00750101704302?from=/search,Walmart,2026-04-24T23:26:55.167Z,10.0,0.22,kg,45.45454545454545,Legumbres,False,Frijol
Frijol negro Bueno 810 g,$25.00,https://www.walmart.com.mx/ip/frijol-negro-bueno-810-g/00750137912018?from=/search,Walmart,2026-04-24T23:26:55.167Z,25.0,0.81,kg,30.8641975308642,Legumbres,False,Frijol
Frijol peruano La Merced 750 g,$40.00,https://www.walmart.com.mx/ip/frijol-peruano-la-merced-750-g/00750104720215?athbdg=L1300&from=/search,Walmart,2026-04-24T23:26:55.167Z,40.0,0.75,kg,53.333333333333336,Legumbres,False,Frijol
Frijoles Chata refritos bayos 430 g,$20.00,https://www.walmart.com.mx/ip/frijoles-chata-refritos-bayos-430-g/00750102350237?athbdg=L1504&from=/search,Walmart,2026-04-24T23:26:55.167Z,20.0,0.43,kg,46.51162790697674,Legumbres,False,Frijol
Frijoles refritos Great Value bayos 430 g,$14.00,https://www.walmart.com.mx/ip/frijoles-refritos-great-value-bayos-430-g/00750649502300?from=/search,Walmart,2026-04-24T23:26:55.167Z,14.0,0.43,kg,32.55813953488372,Legumbres,False,Frijol
Frijol flor de mayo La Merced 750 g,$45.00,https://www.walmart.com.mx/ip/frijol-flor-de-mayo-la-merced-750-g/00750104720218?from=/search,Walmart,2026-04-24T23:26:55.167Z,45.0,0.75,kg,60.0,Legumbres,False,Frijol
Frijoles bayos La Costeña refritos 820 g,$31.00,https://www.walmart.com.mx/ip/frijoles-bayos-la-costena-refritos-820-g/00750101700362?from=/search,Walmart,2026-04-24T23:26:55.167Z,31.0,0.82,kg,37.80487804878049,Legumbres,False,Frijol
Frijoles peruanos La Costeña refritos 430 g,$17.00,https://www.walmart.com.mx/ip/frijoles-peruanos-la-costena-refritos-430-g/00750101704299?athbdg=L1300&from=/search,Walmart,2026-04-24T23:26:55.168Z,17.0,0.43,kg,39.53488372093023,Legumbres,False,Frijol
Frijoles refritos Sinaloa 400 g,$17.00,https://www.walmart.com.mx/ip/frijoles-refritos-sinaloa-400-g/00750227710101?from=/search,Walmart,2026-04-24T23:26:55.168Z,17.0,0.4,kg,42.5,Legumbres,False,Frijol
Frijol pinto La Colina 900 g,$46.00,https://www.walmart.com.mx/ip/frijol-pinto-la-colina-900-g/00078536594352?from=/search,Walmart,2026-04-24T23:26:55.168Z,46.0,0.9,kg,51.11111111111111,Legumbres,False,Frijol
Frijoles Negros La Sierra Pouch 400 g,14.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.922Z,14.9,0.4,kg,37.25,Legumbres,False,Frijol
Frijoles Bayos La Sierra Pouch 400 g,14.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.922Z,14.9,0.4,kg,37.25,Legumbres,False,Frijol
Frijoles Peruanos La Sierra Pouch 400 g,14.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.922Z,14.9,0.4,kg,37.25,Legumbres,False,Frijol
Frijoles Refritos Bayos Sin Grasa Isadora 430 Gr,22.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.922Z,22.9,0.43,kg,53.25581395348837,Legumbres,False,Frijol
Frijoles refritos peruanos Isadora 400 g,20.50,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.922Z,20.5,0.4,kg,51.25,Legumbres,False,Frijol
Frijoles Refritos Negros Isadora 400 Gr,20.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.922Z,20.0,0.4,kg,50.0,Legumbres,False,Frijol
Frijol Bayo Isadora 400 Gr Bolsa,20.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.923Z,20.0,0.4,kg,50.0,Legumbres,False,Frijol
Frijoles Bayos La Sierra en Lata 580 g,17.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.923Z,17.0,0.58,kg,29.31034482758621,Legumbres,False,Frijol
Frijoles Bayos La Costeña Refritos 820 Gr,32.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.923Z,32.9,0.82,kg,40.1219512195122,Legumbres,False,Frijol
Frijol Negros Molidos Sierra 440 Gr Lat,14.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.923Z,14.9,0.44,kg,33.86363636363637,Legumbres,False,Frijol
Frijoles Negros La Sierra en Lata 580 g,17.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.923Z,17.0,0.58,kg,29.31034482758621,Legumbres,False,Frijol
Frijoles Bayos La Sierra Pouch 220 g,11.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.923Z,11.9,0.22,kg,54.09090909090909,Legumbres,False,Frijol
Frijol Negros Enteros Sierra 560 Gr Lat,15.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.923Z,15.9,0.56,kg,28.392857142857142,Legumbres,False,Frijol
Frijol Entero Negro Chata Pouch 400 g,18.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.923Z,18.9,0.4,kg,47.24999999999999,Legumbres,False,Frijol
Frijoles Negros La Costeña Refritos 580 Gr,17.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.923Z,17.9,0.58,kg,30.86206896551724,Legumbres,False,Frijol
Frijoles Bayos La Costeña 580 Gr,17.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.923Z,17.9,0.58,kg,30.86206896551724,Legumbres,False,Frijol
Frijoles Bayos La Costeña Enteros 560 Gr,16.60,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/,Soriana,2026-04-24T23:41:13.923Z,16.6,0.56,kg,29.642857142857142,Legumbres,False,Frijol
Frijoles La Sierra Negros Refritos 650 g,22.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.234Z,22.0,0.65,kg,33.84615384615385,Legumbres,False,Frijol
Frijol Bayo La Costeña 400 Gramo Pouch,14.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.234Z,14.0,0.4,kg,35.0,Legumbres,False,Frijol
Frijol Chata 430 gr Pouch,13.70,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.234Z,13.7,0.43,kg,31.86046511627907,Legumbres,False,Frijol
Frijoles Negros La Sierra Pouch 220 g,11.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.234Z,11.9,0.22,kg,54.09090909090909,Legumbres,False,Frijol
Frijoles Refritos La Sierra Bayos 0% Grasa 430 gr,15.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.234Z,15.0,0.43,kg,34.88372093023256,Legumbres,False,Frijol
Frijoles Bayos Refritos Valley Foods 430 g,12.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.234Z,12.9,0.43,kg,30.0,Legumbres,False,Frijol
Frijoles Bayos La Costeña Refritos 310 Gr,11.80,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.234Z,11.8,0.31,kg,38.06451612903226,Legumbres,False,Frijol
Frijoles Enteros Negros Isadora 454 Gr,20.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.234Z,20.9,0.454,kg,46.0352422907489,Legumbres,False,Frijol
Frijol Bayos Sierra 560 Gramo Lata,17.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.235Z,17.9,0.56,kg,31.964285714285708,Legumbres,False,Frijol
Frijol Bayos Enteros La Sierra 560 Gr,15.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.235Z,15.9,0.56,kg,28.392857142857142,Legumbres,False,Frijol
Frijol La Costeña 220 gr Pouch,10.60,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.235Z,10.6,0.22,kg,48.18181818181818,Legumbres,False,Frijol
Frijoles Maneados La Sierra 430 g,22.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.235Z,22.0,0.43,kg,51.16279069767442,Legumbres,False,Frijol
Frijol Sin Grasa La Sierra 580g,17.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.235Z,17.0,0.58,kg,29.31034482758621,Legumbres,False,Frijol
Frijol Negros Refritos Rach. 430 Gr Bol,14.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.235Z,14.0,0.43,kg,32.55813953488372,Legumbres,False,Frijol
Frijol Negros Refritos La Sierra 440 Gr,14.70,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.235Z,14.7,0.44,kg,33.40909090909091,Legumbres,False,Frijol
Frijoles Bayos La Sierra Pouch 650 g,22.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.235Z,22.0,0.65,kg,33.84615384615385,Legumbres,False,Frijol
Frijoles La Costeña Vaquita Enteros 560 g,28.50,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.235Z,28.5,0.56,kg,50.89285714285714,Legumbres,False,Frijol
Frijol Peruano La Costeña 400 Gramo Pouch,17.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=undefined&start=24&sz=24&pageNumber=2&forceOldView=false&view=grid,Soriana,2026-04-24T23:41:56.235Z,17.0,0.4,kg,42.5,Legumbres,False,Frijol
Frijoles Negros La Costeña Refritos 400 gr,17.10,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=48&sz=24&pageNumber=3&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:42:30.116Z,17.1,0.4,kg,42.75,Legumbres,False,Frijol
Frijol Negros La Costeña 400 Gramo Pouch,14.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=48&sz=24&pageNumber=3&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:42:30.116Z,14.0,0.4,kg,35.0,Legumbres,False,Frijol
Frijol Negros Refritos Costeña 1pz,32.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=48&sz=24&pageNumber=3&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:42:30.116Z,32.9,1.0,unidad,32.9,Legumbres,False,Frijol
Frijoles La Merced Bayos 430 gr,11.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=48&sz=24&pageNumber=3&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:42:30.116Z,11.9,0.43,kg,27.67441860465117,Legumbres,False,Frijol
Frijol Sinaloa Frijol Refrito Pouch 400g,21.50,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=48&sz=24&pageNumber=3&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:42:30.116Z,21.5,0.4,kg,53.75,Legumbres,False,Frijol
Frijoles La Sierra Peruanos Refritos 650 gr,22.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=48&sz=24&pageNumber=3&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:42:30.116Z,22.0,0.65,kg,33.84615384615385,Legumbres,False,Frijol
Frijoles Negros Enteros La Costeña 460 g,14.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=48&sz=24&pageNumber=3&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:42:30.116Z,14.0,0.46,kg,30.43478260869565,Legumbres,False,Frijol
Frijol Bayos Refritos Rach. 430 Gr Pz,14.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=48&sz=24&pageNumber=3&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:42:30.116Z,14.0,0.43,kg,32.55813953488372,Legumbres,False,Frijol
Frijoles Enteros Bayos La Sierra 454 gr,16.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=48&sz=24&pageNumber=3&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:42:30.117Z,16.9,0.454,kg,37.22466960352423,Legumbres,False,Frijol
Frijoles Negros La Morena Refritos 440 G,16.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=48&sz=24&pageNumber=3&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:42:30.117Z,16.0,0.44,kg,36.36363636363637,Legumbres,False,Frijol
Frijol Bayos Molidos La Sierra 440 Gr,14.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=48&sz=24&pageNumber=3&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:42:30.117Z,14.9,0.44,kg,33.86363636363637,Legumbres,False,Frijol
Frijoles Enteros Negros La Sierra 454 gr,17.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=48&sz=24&pageNumber=3&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:42:30.117Z,17.0,0.454,kg,37.44493392070484,Legumbres,False,Frijol
Frijoles Bayos La Costeña Enteros 400 gr,17.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=48&sz=24&pageNumber=3&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:42:30.117Z,17.9,0.4,kg,44.74999999999999,Legumbres,False,Frijol
Frijoles Negros La Costeña Refritos 400 Gr,19.50,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.363Z,19.5,0.4,kg,48.75,Legumbres,False,Frijol
Frijoles Regios La Sierra 430 g,22.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.363Z,22.0,0.43,kg,51.16279069767442,Legumbres,False,Frijol
Frijol Bayos Refritos La Sierra 440 Gr,14.70,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.363Z,14.7,0.44,kg,33.40909090909091,Legumbres,False,Frijol
Frijol Bayos Refritos Rach. 900 Gr Lat,36.50,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.364Z,36.5,0.9,kg,40.55555555555556,Legumbres,False,Frijol
Frijoles Isadora Bayo Mini 220 g,11.10,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.364Z,11.1,0.22,kg,50.45454545454545,Legumbres,False,Frijol
Frijol Refritos Bayos Rach. 445 Gr Lat,21.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.364Z,21.9,0.445,kg,49.21348314606741,Legumbres,False,Frijol
Frijoles Negros La Costeña Refritos 440 gr,12.25,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.364Z,12.25,0.44,kg,27.84090909090909,Legumbres,False,Frijol
Frijol Bayo Entero Chata Pouch 400 g,18.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.364Z,18.9,0.4,kg,47.24999999999999,Legumbres,False,Frijol
Frijoles Bayos Enteros La Costeña 460 g,14.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.364Z,14.0,0.46,kg,30.43478260869565,Legumbres,False,Frijol
Frijol Negros Molidos Sierra 430 Gr Bol,15.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.364Z,15.9,0.43,kg,36.97674418604651,Legumbres,False,Frijol
Frijoles Isadora Negros Refritos 430 gr,20.50,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.364Z,20.5,0.43,kg,47.674418604651166,Legumbres,False,Frijol
Frijoles La Costeña Acoyote Morado Enteros 560 g,28.50,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.364Z,28.5,0.56,kg,50.89285714285714,Legumbres,False,Frijol
Frijol Refritos Sierra 440 Gramo Lata,16.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.364Z,16.0,0.44,kg,36.36363636363637,Legumbres,False,Frijol
Frijoles Negros La Costeña 560 Gr,17.00,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.364Z,17.0,0.56,kg,30.35714285714285,Legumbres,False,Frijol
Frijoles Bayos La Costeña Refritos 400 Gr,19.50,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.364Z,19.5,0.4,kg,48.75,Legumbres,False,Frijol
Frijoles Negros Refritos El Mexicano 580 gr,12.90,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=72&sz=24&pageNumber=4&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:00.364Z,12.9,0.58,kg,22.24137931034483,Legumbres,False,Frijol
Frijol La Costeña 220 gr Pouch,10.60,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=96&sz=24&pageNumber=5&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:24.943Z,10.6,0.22,kg,48.18181818181818,Legumbres,False,Frijol
Frijol Refrito Bayo Chata Pouch 430gr,13.70,https://www.soriana.com/despensa/alimentos-enlatados/frijoles/?cgid=frijoles&srule=frijoles&start=96&sz=24&pageNumber=5&forceOldView=false&view=grid&cref=0,Soriana,2026-04-24T23:43:24.943Z,13.7,0.43,kg,31.86046511627907,Legumbres,False,Frijol
